Sp,Binary,Ensemble.2,EnsembleBinary
Chrotopterus auritus,0,0.7373223857335459,FALSE
Lasiurus egregius,0,0.7458087800043958,FALSE
Hipposideros hypophyllus,0,0.4173259315531111,TRUE
Artibeus obscurus,1,0.6422675896413733,FALSE
Falsistrellus petersi,0,0.4131784413862077,TRUE
Vampyrodes caraccioli,0,0.6678174516517834,FALSE
Myotis leibii,0,0.7490952464555533,FALSE
Paranyctimene raptor,0,0.44954127582864273,TRUE
Acerodon humilis,0,0.4340257669526641,TRUE
Pteropus tokudae,0,0.415508046680229,TRUE
Myotis rosseti,0,0.41861331763529597,TRUE
Nyctophilus bifax,0,0.4399664983644215,TRUE
Nyctimene draconilla,0,0.45567640410063603,TRUE
