"","Sp","hOrder","hFamily","hGenus"
"1323","Crocidura_orii","Soricomorpha","Soricidae","Crocidura"
"1324","Crocidura_susiana","Soricomorpha","Soricidae","Crocidura"
"1325","Crocidura_tanakae","Soricomorpha","Soricidae","Crocidura"
"1326","Crocidura_theresae","Soricomorpha","Soricidae","Crocidura"
"1327","Crocidura_viaria","Soricomorpha","Soricidae","Crocidura"
"1328","Cryptomys_darlingi","Rodentia","Bathyergidae","Cryptomys"
"1329","Cryptomys_ochraceocinereus","Rodentia","Bathyergidae","Cryptomys"
"1330","Ctenomys_bonettoi","Rodentia","Ctenomyidae","Ctenomys"
"1331","Dasymys_montanus","Rodentia","Muridae","Dasymys"
"1332","Dasyprocta_guamara","Rodentia","Dasyproctidae","Dasyprocta"
"1333","Desmodillus_auricularis","Rodentia","Muridae","Desmodillus"
"1334","Desmodus_rotundus","Chiroptera","Phyllostomidae","Desmodus"
"1335","Dinomys_branickii","Rodentia","Dinomyidae","Dinomys"
"1336","Eliurus_minor","Rodentia","Nesomyidae","Eliurus"
"1337","Ellobius_talpinus","Rodentia","Cricetidae","Ellobius"
"1338","Epomops_franqueti","Chiroptera","Pteropodidae","Epomops"
"1339","Eptesicus_diminutus","Chiroptera","Vespertilionidae","Eptesicus"
"1340","Felis_margarita","Carnivora","Felidae","Felis"
"1341","Galictis_cuja","Carnivora","Mustelidae","Galictis"
"1342","Gazella_gazella","Artiodactyla","Bovidae","Gazella"
"1343","Genetta_johnstoni","Carnivora","Viverridae","Genetta"
"1344","Geomys_pinetis","Rodentia","Geomyidae","Geomys"
"1345","Glossophaga_longirostris","Chiroptera","Phyllostomidae","Glossophaga"
"1346","Glyphonycteris_daviesi","Chiroptera","Phyllostomidae","Glyphonycteris"
"1347","Grammomys_cometes","Rodentia","Muridae","Grammomys"
"1348","Grammomys_dolichurus","Rodentia","Muridae","Grammomys"
"1349","Hapalemur_alaotrensis","Primates","Lemuridae","Hapalemur"
"1350","Helogale_parvula","Carnivora","Herpestidae","Helogale"
"1351","Hippocamelus_antisensis","Artiodactyla","Cervidae","Hippocamelus"
"1352","Hipposideros_commersoni","Chiroptera","Hipposideridae","Hipposideros"
"1353","Hipposideros_crumeniferus","Chiroptera","Hipposideridae","Hipposideros"
"1354","Hipposideros_semoni","Chiroptera","Hipposideridae","Hipposideros"
"1355","Histriophoca_fasciata","Carnivora","Phocidae","Histriophoca"
"1356","Hylomyscus_aeta","Rodentia","Muridae","Hylomyscus"
"1357","Kunsia_tomentosus","Rodentia","Cricetidae","Kunsia"
"1358","Lasiurus_varius","Chiroptera","Vespertilionidae","Lasiurus"
"1359","Lonchorhina_orinocensis","Chiroptera","Phyllostomidae","Lonchorhina"
"1360","Lontra_longicaudis","Carnivora","Mustelidae","Lontra"
"1361","Lophostoma_carrikeri","Chiroptera","Phyllostomidae","Lophostoma"
"1362","Lophostoma_evotis","Chiroptera","Phyllostomidae","Lophostoma"
"1363","Madoqua_piacentinii","Artiodactyla","Bovidae","Madoqua"
"1364","Mammelomys_rattoides","Rodentia","Muridae","Mammelomys"
"1365","Margaretamys_beccarii","Rodentia","Muridae","Margaretamys"
"1366","Maxomys_inflatus","Rodentia","Muridae","Maxomys"
"1367","Meles_meles","Carnivora","Mustelidae","Meles"
"1368","Meriones_hurrianae","Rodentia","Muridae","Meriones"
"1369","Mesechinus_dauuricus","Erinaceomorpha","Erinaceidae","Mesechinus"
"1370","Mesocricetus_auratus","Rodentia","Cricetidae","Mesocricetus"
"1371","Mesocricetus_raddei","Rodentia","Cricetidae","Mesocricetus"
"1372","Microhydromys_musseri","Rodentia","Muridae","Microhydromys"
"1373","Microtus_majori","Rodentia","Cricetidae","Microtus"
"1374","Microtus_maximowiczii","Rodentia","Cricetidae","Microtus"
"1375","Molossus_currentium","Chiroptera","Molossidae","Molossus"
"1376","Mops_spurrelli","Chiroptera","Molossidae","Mops"
"1377","Mormoops_blainvillei","Chiroptera","Mormoopidae","Mormoops"
"1378","Mus_phillipsi","Rodentia","Muridae","Mus"
"1379","Mustela_itatsi","Carnivora","Mustelidae","Mustela"
"1380","Myocastor_coypus","Rodentia","Myocastoridae","Myocastor"
"1381","Myomyscus_angolensis","Rodentia","Muridae","Myomyscus"
"1382","Myonycteris_relicta","Chiroptera","Pteropodidae","Myonycteris"
"1383","Myosorex_blarina","Soricomorpha","Soricidae","Myosorex"
"1384","Myosorex_okuensis","Soricomorpha","Soricidae","Myosorex"
"1385","Myotis_auriculus","Chiroptera","Vespertilionidae","Myotis"
"1386","Myotis_bechsteinii","Chiroptera","Vespertilionidae","Myotis"
"1387","Myotis_blythii","Chiroptera","Vespertilionidae","Myotis"
"1388","Myotis_hajastanicus","Chiroptera","Vespertilionidae","Myotis"
"1389","Myotis_hermani","Chiroptera","Vespertilionidae","Myotis"
"1390","Myotis_macrodactylus","Chiroptera","Vespertilionidae","Myotis"
"1391","Mysateles_prehensilis","Rodentia","Capromyidae","Mysateles"
"1392","Nasua_nasua","Carnivora","Procyonidae","Nasua"
"1393","Natalus_tumidirostris","Chiroptera","Natalidae","Natalus"
"1394","Neamblysomus_julianae","Afrosoricida","Chrysochloridae","Neamblysomus"
"1395","Neodon_sikimensis","Rodentia","Cricetidae","Neodon"
"1396","Neurotrichus_gibbsii","Soricomorpha","Talpidae","Neurotrichus"
"1397","Nyctimene_robinsoni","Chiroptera","Pteropodidae","Nyctimene"
"1398","Oecomys_rutilus","Rodentia","Cricetidae","Oecomys"
"1399","Oenomys_ornatus","Rodentia","Muridae","Oenomys"
"1400","Oreotragus_oreotragus","Artiodactyla","Bovidae","Oreotragus"
"1401","Otaria_flavescens","Carnivora","Otariidae","Otaria"
"1402","Otocyon_megalotis","Carnivora","Canidae","Otocyon"
"1403","Otomys_angoniensis","Rodentia","Muridae","Otomys"
"1404","Otomys_laminatus","Rodentia","Muridae","Otomys"
"1405","Oxymycterus_hispidus","Rodentia","Cricetidae","Oxymycterus"
"1406","Oxymycterus_rufus","Rodentia","Cricetidae","Oxymycterus"
"1407","Perognathus_fasciatus","Rodentia","Heteromyidae","Perognathus"
"1408","Peromyscus_gossypinus","Rodentia","Cricetidae","Peromyscus"
"1409","Petinomys_sagitta","Rodentia","Sciuridae","Petinomys"
"1410","Phoniscus_papuensis","Chiroptera","Vespertilionidae","Phoniscus"
"1411","Piliocolobus_preussi","Primates","Cercopithecidae","Piliocolobus"
"1412","Pithecia_albicans","Primates","Pitheciidae","Pithecia"
"1413","Platyrrhinus_helleri","Chiroptera","Phyllostomidae","Platyrrhinus"
"1414","Platyrrhinus_recifinus","Chiroptera","Phyllostomidae","Platyrrhinus"
"1415","Presbytis_siamensis","Primates","Cercopithecidae","Presbytis"
"1416","Proechimys_roberti","Rodentia","Echimyidae","Proechimys"
"1417","Prosciurillus_leucomus","Rodentia","Sciuridae","Prosciurillus"
"1418","Ptenochirus_minor","Chiroptera","Pteropodidae","Ptenochirus"
"1419","Pteronotus_davyi","Chiroptera","Mormoopidae","Pteronotus"
"1420","Pteropus_capistratus","Chiroptera","Pteropodidae","Pteropus"
"1421","Pteropus_macrotis","Chiroptera","Pteropodidae","Pteropus"
"1422","Pteropus_mahaganus","Chiroptera","Pteropodidae","Pteropus"
"1423","Pteropus_neohibernicus","Chiroptera","Pteropodidae","Pteropus"
"1424","Pteropus_speciosus","Chiroptera","Pteropodidae","Pteropus"
"1425","Raphicerus_campestris","Artiodactyla","Bovidae","Raphicerus"
"1426","Rattus_leucopus","Rodentia","Muridae","Rattus"
"1427","Rattus_tunneyi","Rodentia","Muridae","Rattus"
"1428","Rhogeessa_aeneus","Chiroptera","Vespertilionidae","Rhogeessa"
"1429","Rusa_marianna","Artiodactyla","Cervidae","Rusa"
"1430","Semnopithecus_schistaceus","Primates","Cercopithecidae","Semnopithecus"
"1431","Sigmodon_alleni","Rodentia","Cricetidae","Sigmodon"
"1432","Sorex_daphaenodon","Soricomorpha","Soricidae","Sorex"
"1433","Sorex_longirostris","Soricomorpha","Soricidae","Sorex"
"1434","Sorex_minutus","Soricomorpha","Soricidae","Sorex"
"1435","Sorex_pacificus","Soricomorpha","Soricidae","Sorex"
"1436","Steatomys_krebsii","Rodentia","Nesomyidae","Steatomys"
"1437","Sturnira_bidens","Chiroptera","Phyllostomidae","Sturnira"
"1438","Sus_celebensis","Artiodactyla","Suidae","Sus"
"1439","Sus_verrucosus","Artiodactyla","Suidae","Sus"
"1440","Sylvilagus_cunicularius","Lagomorpha","Leporidae","Sylvilagus"
"1441","Tadarida_aegyptiaca","Chiroptera","Molossidae","Tadarida"
"1442","Taeromys_taerae","Rodentia","Muridae","Taeromys"
"1443","Tragelaphus_strepsiceros","Artiodactyla","Bovidae","Tragelaphus"
"1444","Tragulus_williamsoni","Artiodactyla","Tragulidae","Tragulus"
"1445","Trichys_fasciculata","Rodentia","Hystricidae","Trichys"
"1446","Tupaia_longipes","Scandentia","Tupaiidae","Tupaia"
"1447","Uroderma_bilobatum","Chiroptera","Phyllostomidae","Uroderma"
"1448","Urogale_everetti","Scandentia","Tupaiidae","Urogale"
"1449","Ursus_americanus","Carnivora","Ursidae","Ursus"
"1450","Vulpes_corsac","Carnivora","Canidae","Vulpes"
"1451","Acerodon_celebensis","Chiroptera","Pteropodidae","Acerodon"
"1452","Acomys_wilsoni","Rodentia","Muridae","Acomys"
"1453","Aconaemys_porteri","Rodentia","Octodontidae","Aconaemys"
"1454","Akodon_boliviensis","Rodentia","Cricetidae","Akodon"
"1455","Alces_americanus","Artiodactyla","Cervidae","Alces"
"1456","Alouatta_sara","Primates","Atelidae","Alouatta"
"1457","Alticola_macrotis","Rodentia","Cricetidae","Alticola"
"1458","Alticola_semicanus","Rodentia","Cricetidae","Alticola"
"1459","Anourosorex_schmidi","Soricomorpha","Soricidae","Anourosorex"
"1460","Aotus_miconax","Primates","Aotidae","Aotus"
"1461","Apodemus_mystacinus","Rodentia","Muridae","Apodemus"
"1462","Apodemus_witherbyi","Rodentia","Muridae","Apodemus"
"1463","Apomys_sacobianus","Rodentia","Muridae","Apomys"
"1464","Arctocephalus_pusillus","Carnivora","Otariidae","Arctocephalus"
"1465","Bassaricyon_alleni","Carnivora","Procyonidae","Bassaricyon"
"1466","Berylmys_mackenziei","Rodentia","Muridae","Berylmys"
"1467","Blarina_brevicauda","Soricomorpha","Soricidae","Blarina"
"1468","Brachyphylla_cavernarum","Chiroptera","Phyllostomidae","Brachyphylla"
"1469","Bradypus_torquatus","Pilosa","Bradypodidae","Bradypus"
"1470","Brucepattersonius_iheringi","Rodentia","Cricetidae","Brucepattersonius"
"1471","Cacajao_melanocephalus","Primates","Pitheciidae","Cacajao"
"1472","Callicebus_lucifer","Primates","Pitheciidae","Callicebus"
"1473","Callithrix_jacchus","Primates","Cebidae","Callithrix"
"1474","Callosciurus_phayrei","Rodentia","Sciuridae","Callosciurus"
"1475","Callosciurus_prevostii","Rodentia","Sciuridae","Callosciurus"
"1476","Callosciurus_quinquestriatus","Rodentia","Sciuridae","Callosciurus"
"1477","Calomys_laucha","Rodentia","Cricetidae","Calomys"
"1478","Carpomys_melanurus","Rodentia","Muridae","Carpomys"
"1479","Caryomys_inez","Rodentia","Cricetidae","Caryomys"
"1480","Cephalophus_natalensis","Artiodactyla","Bovidae","Cephalophus"
"1481","Cephalophus_weynsi","Artiodactyla","Bovidae","Cephalophus"
"1482","Cercocebus_agilis","Primates","Cercopithecidae","Cercocebus"
"1483","Cercopithecus_neglectus","Primates","Cercopithecidae","Cercopithecus"
"1484","Chaetodipus_californicus","Rodentia","Heteromyidae","Chaetodipus"
"1485","Chaetodipus_formosus","Rodentia","Heteromyidae","Chaetodipus"
"1486","Chaetodipus_hispidus","Rodentia","Heteromyidae","Chaetodipus"
"1487","Chaetodipus_penicillatus","Rodentia","Heteromyidae","Chaetodipus"
"1488","Chiropodomys_muroides","Rodentia","Muridae","Chiropodomys"
"1489","Chiruromys_lamia","Rodentia","Muridae","Chiruromys"
"1490","Chiruromys_vates","Rodentia","Muridae","Chiruromys"
"1491","Chodsigoa_lamula","Soricomorpha","Soricidae","Chodsigoa"
"1492","Chrysochloris_visagiei","Afrosoricida","Chrysochloridae","Chrysochloris"
"1493","Chrysocyon_brachyurus","Carnivora","Canidae","Chrysocyon"
"1494","Clyomys_laticeps","Rodentia","Echimyidae","Clyomys"
"1495","Colobus_polykomos","Primates","Cercopithecidae","Colobus"
"1496","Condylura_cristata","Soricomorpha","Talpidae","Condylura"
"1497","Cricetulus_sokolovi","Rodentia","Cricetidae","Cricetulus"
"1498","Crocidura_batesi","Soricomorpha","Soricidae","Crocidura"
"1499","Crocidura_floweri","Soricomorpha","Soricidae","Crocidura"
"1500","Crocidura_foxi","Soricomorpha","Soricidae","Crocidura"
"1501","Crocidura_fulvastra","Soricomorpha","Soricidae","Crocidura"
"1502","Crocidura_grassei","Soricomorpha","Soricidae","Crocidura"
"1503","Crocidura_horsfieldii","Soricomorpha","Soricidae","Crocidura"
"1504","Crocidura_lasiura","Soricomorpha","Soricidae","Crocidura"
"1505","Crocidura_leucodon","Soricomorpha","Soricidae","Crocidura"
"1506","Crocidura_maquassiensis","Soricomorpha","Soricidae","Crocidura"
"1507","Crocidura_montis","Soricomorpha","Soricidae","Crocidura"
"1508","Crocidura_nigricans","Soricomorpha","Soricidae","Crocidura"
"1509","Crocidura_nigripes","Soricomorpha","Soricidae","Crocidura"
"1510","Crocidura_parvipes","Soricomorpha","Soricidae","Crocidura"
"1511","Crocidura_thalia","Soricomorpha","Soricidae","Crocidura"
"1512","Crocidura_turba","Soricomorpha","Soricidae","Crocidura"
"1513","Crocidura_vosmaeri","Soricomorpha","Soricidae","Crocidura"
"1514","Crocidura_whitakeri","Soricomorpha","Soricidae","Crocidura"
"1515","Crocidura_zarudnyi","Soricomorpha","Soricidae","Crocidura"
"1516","Crocidura_zimmeri","Soricomorpha","Soricidae","Crocidura"
"1517","Crossarchus_platycephalus","Carnivora","Herpestidae","Crossarchus"
"1518","Crunomys_melanius","Rodentia","Muridae","Crunomys"
"1519","Cryptomys_damarensis","Rodentia","Bathyergidae","Cryptomys"
"1520","Cryptotis_goodwini","Soricomorpha","Soricidae","Cryptotis"
"1521","Cryptotis_merriami","Soricomorpha","Soricidae","Cryptotis"
"1522","Ctenomys_occultus","Rodentia","Ctenomyidae","Ctenomys"
"1523","Ctenomys_pearsoni","Rodentia","Ctenomyidae","Ctenomys"
"1524","Ctenomys_tuconax","Rodentia","Ctenomyidae","Ctenomys"
"1525","Cynomops_mexicanus","Chiroptera","Molossidae","Cynomops"
"1526","Cynomops_paranus","Chiroptera","Molossidae","Cynomops"
"1527","Cynomys_gunnisoni","Rodentia","Sciuridae","Cynomys"
"1528","Dasypus_hybridus","Cingulata","Dasypodidae","Dasypus"
"1529","Dasypus_kappleri","Cingulata","Dasypodidae","Dasypus"
"1530","Deomys_ferrugineus","Rodentia","Muridae","Deomys"
"1531","Dephomys_defua","Rodentia","Muridae","Dephomys"
"1532","Dicerorhinus_sumatrensis","Perissodactyla","Rhinocerotidae","Dicerorhinus"
"1533","Diplogale_hosei","Carnivora","Viverridae","Diplogale"
"1534","Dobsonia_emersa","Chiroptera","Pteropodidae","Dobsonia"
"1535","Dremomys_gularis","Rodentia","Sciuridae","Dremomys"
"1536","Eliurus_majori","Rodentia","Nesomyidae","Eliurus"
"1537","Enchisthenes_hartii","Chiroptera","Phyllostomidae","Enchisthenes"
"1538","Eolagurus_luteus","Rodentia","Cricetidae","Eolagurus"
"1539","Eozapus_setchuanus","Rodentia","Dipodidae","Eozapus"
"1540","Equus_grevyi","Perissodactyla","Equidae","Equus"
"1541","Equus_kiang","Perissodactyla","Equidae","Equus"
"1542","Erinaceus_roumanicus","Erinaceomorpha","Erinaceidae","Erinaceus"
"1543","Euderma_maculatum","Chiroptera","Vespertilionidae","Euderma"
"1544","Eulemur_cinereiceps","Primates","Lemuridae","Eulemur"
"1545","Euneomys_petersoni","Rodentia","Cricetidae","Euneomys"
"1546","Euphractus_sexcinctus","Cingulata","Dasypodidae","Euphractus"
"1547","Euroscaptor_mizura","Soricomorpha","Talpidae","Euroscaptor"
"1548","Euroscaptor_parvidens","Soricomorpha","Talpidae","Euroscaptor"
"1549","Exilisciurus_whiteheadi","Rodentia","Sciuridae","Exilisciurus"
"1550","Galago_senegalensis","Primates","Galagidae","Galago"
"1551","Galea_musteloides","Rodentia","Caviidae","Galea"
"1552","Gazella_leptoceros","Artiodactyla","Bovidae","Gazella"
"1553","Genetta_cristata","Carnivora","Viverridae","Genetta"
"1554","Geoxus_valdivianus","Rodentia","Cricetidae","Geoxus"
"1555","Gerbilliscus_validus","Rodentia","Muridae","Gerbilliscus"
"1556","Gerbillurus_vallinus","Rodentia","Muridae","Gerbillurus"
"1557","Gerbillus_acticola","Rodentia","Muridae","Gerbillus"
"1558","Gerbillus_mesopotamiae","Rodentia","Muridae","Gerbillus"
"1559","Gerbillus_pyramidum","Rodentia","Muridae","Gerbillus"
"1560","Glirulus_japonicus","Rodentia","Gliridae","Glirulus"
"1561","Gorilla_beringei","Primates","Hominidae","Gorilla"
"1562","Gorilla_gorilla","Primates","Hominidae","Gorilla"
"1563","Grammomys_ibeanus","Rodentia","Muridae","Grammomys"
"1564","Gulo_gulo","Carnivora","Mustelidae","Gulo"
"1565","Heliosciurus_ruwenzorii","Rodentia","Sciuridae","Heliosciurus"
"1566","Heliosciurus_undulatus","Rodentia","Sciuridae","Heliosciurus"
"1567","Hippocamelus_bisulcus","Artiodactyla","Cervidae","Hippocamelus"
"1568","Hippotragus_niger","Artiodactyla","Bovidae","Hippotragus"
"1569","Hylomys_parvus","Erinaceomorpha","Erinaceidae","Hylomys"
"1570","Hylomyscus_baeri","Rodentia","Muridae","Hylomyscus"
"1571","Hylonycteris_underwoodi","Chiroptera","Phyllostomidae","Hylonycteris"
"1572","Isothrix_negrensis","Rodentia","Echimyidae","Isothrix"
"1573","Kobus_ellipsiprymnus","Artiodactyla","Bovidae","Kobus"
"1574","Lasiurus_degelidus","Chiroptera","Vespertilionidae","Lasiurus"
"1575","Leggadina_forresti","Rodentia","Muridae","Leggadina"
"1576","Lemmus_amurensis","Rodentia","Cricetidae","Lemmus"
"1577","Lemmus_lemmus","Rodentia","Cricetidae","Lemmus"
"1578","Lemniscomys_striatus","Rodentia","Muridae","Lemniscomys"
"1579","Leopardus_wiedii","Carnivora","Felidae","Leopardus"
"1580","Lepilemur_ankaranensis","Primates","Lepilemuridae","Lepilemur"
"1581","Lepus_alleni","Lagomorpha","Leporidae","Lepus"
"1582","Lepus_oiostolus","Lagomorpha","Leporidae","Lepus"
"1583","Lepus_townsendii","Lagomorpha","Leporidae","Lepus"
"1584","Lorentzimys_nouhuysi","Rodentia","Muridae","Lorentzimys"
"1585","Lundomys_molitor","Rodentia","Cricetidae","Lundomys"
"1586","Lycalopex_gymnocercus","Carnivora","Canidae","Lycalopex"
"1587","Lycalopex_sechurae","Carnivora","Canidae","Lycalopex"
"1588","Lynx_lynx","Carnivora","Felidae","Lynx"
"1589","Madoqua_guentheri","Artiodactyla","Bovidae","Madoqua"
"1590","Madoqua_kirkii","Artiodactyla","Bovidae","Madoqua"
"1591","Makalata_didelphoides","Rodentia","Echimyidae","Makalata"
"1592","Makalata_macrura","Rodentia","Echimyidae","Makalata"
"1593","Mallomys_aroaensis","Rodentia","Muridae","Mallomys"
"1594","Manis_culionensis","Pholidota","Manidae","Manis"
"1595","Marmota_himalayana","Rodentia","Sciuridae","Marmota"
"1596","Marmota_marmota","Rodentia","Sciuridae","Marmota"
"1597","Marmota_olympus","Rodentia","Sciuridae","Marmota"
"1598","Mastacomys_fuscus","Rodentia","Muridae","Mastacomys"
"1599","Maxomys_dollmani","Rodentia","Muridae","Maxomys"
"1600","Maxomys_ochraceiventer","Rodentia","Muridae","Maxomys"
"1601","Mazama_bricenii","Artiodactyla","Cervidae","Mazama"
"1602","Mazama_pandora","Artiodactyla","Cervidae","Mazama"
"1603","Mazama_rufina","Artiodactyla","Cervidae","Mazama"
"1604","Melanomys_caliginosus","Rodentia","Cricetidae","Melanomys"
"1605","Mephitis_mephitis","Carnivora","Mephitidae","Mephitis"
"1606","Meriones_arimalius","Rodentia","Muridae","Meriones"
"1607","Microcebus_myoxinus","Primates","Cheirogaleidae","Microcebus"
"1608","Microgale_brevicaudata","Afrosoricida","Tenrecidae","Microgale"
"1609","Microgale_thomasi","Afrosoricida","Tenrecidae","Microgale"
"1610","Microryzomys_altissimus","Rodentia","Cricetidae","Microryzomys"
"1611","Microryzomys_minutus","Rodentia","Cricetidae","Microryzomys"
"1612","Microtus_abbreviatus","Rodentia","Cricetidae","Microtus"
"1613","Microtus_mujanensis","Rodentia","Cricetidae","Microtus"
"1614","Microtus_townsendii","Rodentia","Cricetidae","Microtus"
"1615","Millardia_meltada","Rodentia","Muridae","Millardia"
"1616","Monachus_schauinslandi","Carnivora","Phocidae","Monachus"
"1617","Muriculus_imberbis","Rodentia","Muridae","Muriculus"
"1618","Mus_haussa","Rodentia","Muridae","Mus"
"1619","Mus_platythrix","Rodentia","Muridae","Mus"
"1620","Mus_tenellus","Rodentia","Muridae","Mus"
"1621","Mustela_lutreola","Carnivora","Mustelidae","Mustela"
"1622","Mustela_nivalis","Carnivora","Mustelidae","Mustela"
"1623","Mustela_putorius","Carnivora","Mustelidae","Mustela"
"1624","Myodes_rex","Rodentia","Cricetidae","Myodes"
