"","Sp","hOrder","hFamily","hGenus"
"2186","Acomys_ignitus","Rodentia","Muridae","Acomys"
"2187","Acomys_russatus","Rodentia","Muridae","Acomys"
"2188","Addax_nasomaculatus","Artiodactyla","Bovidae","Addax"
"2189","Aepeomys_lugens","Rodentia","Cricetidae","Aepeomys"
"2190","Aeretes_melanopterus","Rodentia","Sciuridae","Aeretes"
"2191","Aethomys_stannarius","Rodentia","Muridae","Aethomys"
"2192","Akodon_dolores","Rodentia","Cricetidae","Akodon"
"2193","Akodon_molinae","Rodentia","Cricetidae","Akodon"
"2194","Akodon_neocenus","Rodentia","Cricetidae","Akodon"
"2195","Akodon_pervalens","Rodentia","Cricetidae","Akodon"
"2196","Akodon_sanctipaulensis","Rodentia","Cricetidae","Akodon"
"2197","Akodon_simulator","Rodentia","Cricetidae","Akodon"
"2198","Akodon_spegazzinii","Rodentia","Cricetidae","Akodon"
"2199","Akodon_surdus","Rodentia","Cricetidae","Akodon"
"2200","Allactaga_balikunica","Rodentia","Dipodidae","Allactaga"
"2201","Allactaga_firouzi","Rodentia","Dipodidae","Allactaga"
"2202","Allactaga_williamsi","Rodentia","Dipodidae","Allactaga"
"2203","Allactodipus_bobrinskii","Rodentia","Dipodidae","Allactodipus"
"2204","Allenopithecus_nigroviridis","Primates","Cercopithecidae","Allenopithecus"
"2205","Alouatta_belzebul","Primates","Atelidae","Alouatta"
"2206","Alouatta_nigerrima","Primates","Atelidae","Alouatta"
"2207","Alticola_argentatus","Rodentia","Cricetidae","Alticola"
"2208","Alticola_montosa","Rodentia","Cricetidae","Alticola"
"2209","Alticola_tuvinicus","Rodentia","Cricetidae","Alticola"
"2210","Amblysomus_corriae","Afrosoricida","Chrysochloridae","Amblysomus"
"2211","Ammospermophilus_leucurus","Rodentia","Sciuridae","Ammospermophilus"
"2212","Anotomys_leander","Rodentia","Cricetidae","Anotomys"
"2213","Antidorcas_marsupialis","Artiodactyla","Bovidae","Antidorcas"
"2214","Apodemus_ponticus","Rodentia","Muridae","Apodemus"
"2215","Apomys_abrae","Rodentia","Muridae","Apomys"
"2216","Arvicanthis_nairobae","Rodentia","Muridae","Arvicanthis"
"2217","Arvicanthis_rufinus","Rodentia","Muridae","Arvicanthis"
"2218","Ateles_hybridus","Primates","Atelidae","Ateles"
"2219","Ateles_paniscus","Primates","Atelidae","Ateles"
"2220","Atelocynus_microtis","Carnivora","Canidae","Atelocynus"
"2221","Baiomys_musculus","Rodentia","Cricetidae","Baiomys"
"2222","Baiomys_taylori","Rodentia","Cricetidae","Baiomys"
"2223","Bassaricyon_gabbii","Carnivora","Procyonidae","Bassaricyon"
"2224","Bassariscus_sumichrasti","Carnivora","Procyonidae","Bassariscus"
"2225","Batomys_salomonseni","Rodentia","Muridae","Batomys"
"2226","Bdeogale_crassicauda","Carnivora","Herpestidae","Bdeogale"
"2227","Bdeogale_jacksoni","Carnivora","Herpestidae","Bdeogale"
"2228","Beamys_hindei","Rodentia","Nesomyidae","Beamys"
"2229","Bos_sauveli","Artiodactyla","Bovidae","Bos"
"2230","Brachiones_przewalskii","Rodentia","Muridae","Brachiones"
"2231","Brachytarsomys_villosa","Rodentia","Nesomyidae","Brachytarsomys"
"2232","Brachyuromys_ramirohitra","Rodentia","Nesomyidae","Brachyuromys"
"2233","Bunomys_andrewsi","Rodentia","Muridae","Bunomys"
"2234","Cabassous_tatouay","Cingulata","Dasypodidae","Cabassous"
"2235","Cacajao_calvus","Primates","Pitheciidae","Cacajao"
"2236","Callicebus_caligatus","Primates","Pitheciidae","Callicebus"
"2237","Callicebus_personatus","Primates","Pitheciidae","Callicebus"
"2238","Callicebus_purinus","Primates","Pitheciidae","Callicebus"
"2239","Callithrix_aurita","Primates","Cebidae","Callithrix"
"2240","Callorhinus_ursinus","Carnivora","Otariidae","Callorhinus"
"2241","Calomys_callosus","Rodentia","Cricetidae","Calomys"
"2242","Calomys_venustus","Rodentia","Cricetidae","Calomys"
"2243","Calomyscus_urartensis","Rodentia","Calomyscidae","Calomyscus"
"2244","Calyptophractus_retusus","Cingulata","Dasypodidae","Calyptophractus"
"2245","Capra_falconeri","Artiodactyla","Bovidae","Capra"
"2246","Cardiocranius_paradoxus","Rodentia","Dipodidae","Cardiocranius"
"2247","Castor_canadensis","Rodentia","Castoridae","Castor"
"2248","Cebus_nigritus","Primates","Cebidae","Cebus"
"2249","Cephalophus_adersi","Artiodactyla","Bovidae","Cephalophus"
"2250","Cephalophus_ogilbyi","Artiodactyla","Bovidae","Cephalophus"
"2251","Cercopithecus_cephus","Primates","Cercopithecidae","Cercopithecus"
"2252","Cercopithecus_dryas","Primates","Cercopithecidae","Cercopithecus"
"2253","Cercopithecus_hamlyni","Primates","Cercopithecidae","Cercopithecus"
"2254","Cercopithecus_lowei","Primates","Cercopithecidae","Cercopithecus"
"2255","Cercopithecus_mitis","Primates","Cercopithecidae","Cercopithecus"
"2256","Cercopithecus_mona","Primates","Cercopithecidae","Cercopithecus"
"2257","Cercopithecus_petaurista","Primates","Cercopithecidae","Cercopithecus"
"2258","Cercopithecus_solatus","Primates","Cercopithecidae","Cercopithecus"
"2259","Cervus_nippon","Artiodactyla","Cervidae","Cervus"
"2260","Chaerephon_chapini","Chiroptera","Molossidae","Chaerephon"
"2261","Chaetocauda_sichuanensis","Rodentia","Gliridae","Chaetocauda"
"2262","Chaetodipus_arenarius","Rodentia","Heteromyidae","Chaetodipus"
"2263","Chaetodipus_dalquesti","Rodentia","Heteromyidae","Chaetodipus"
"2264","Chaetodipus_intermedius","Rodentia","Heteromyidae","Chaetodipus"
"2265","Chaetophractus_nationi","Cingulata","Dasypodidae","Chaetophractus"
"2266","Chaetophractus_villosus","Cingulata","Dasypodidae","Chaetophractus"
"2267","Cheirogaleus_medius","Primates","Cheirogaleidae","Cheirogaleus"
"2268","Chelemys_delfini","Rodentia","Cricetidae","Chelemys"
"2269","Chibchanomys_trichotis","Rodentia","Cricetidae","Chibchanomys"
"2270","Chimarrogale_phaeura","Soricomorpha","Soricidae","Chimarrogale"
"2271","Chiropodomys_calamianensis","Rodentia","Muridae","Chiropodomys"
"2272","Chiropodomys_major","Rodentia","Muridae","Chiropodomys"
"2273","Chiropotes_satanas","Primates","Pitheciidae","Chiropotes"
"2274","Chiropotes_utahickae","Primates","Pitheciidae","Chiropotes"
"2275","Chiruromys_forbesi","Rodentia","Muridae","Chiruromys"
"2276","Chlorocebus_aethiops","Primates","Cercopithecidae","Chlorocebus"
"2277","Chlorocebus_sabaeus","Primates","Cercopithecidae","Chlorocebus"
"2278","Chlorocebus_tantalus","Primates","Cercopithecidae","Chlorocebus"
"2279","Chlorotalpa_duthieae","Afrosoricida","Chrysochloridae","Chlorotalpa"
"2280","Chrotomys_silaceus","Rodentia","Muridae","Chrotomys"
"2281","Coendou_rothschildi","Rodentia","Erethizontidae","Coendou"
"2282","Colobus_vellerosus","Primates","Cercopithecidae","Colobus"
"2283","Connochaetes_gnou","Artiodactyla","Bovidae","Connochaetes"
"2284","Cratogeomys_castanops","Rodentia","Geomyidae","Cratogeomys"
"2285","Cratogeomys_goldmani","Rodentia","Geomyidae","Cratogeomys"
"2286","Cricetomys_emini","Rodentia","Nesomyidae","Cricetomys"
"2287","Cricetulus_migratorius","Rodentia","Cricetidae","Cricetulus"
"2288","Crocidura_aleksandrisi","Soricomorpha","Soricidae","Crocidura"
"2289","Crocidura_ansellorum","Soricomorpha","Soricidae","Crocidura"
"2290","Crocidura_beatus","Soricomorpha","Soricidae","Crocidura"
"2291","Crocidura_bottegi","Soricomorpha","Soricidae","Crocidura"
"2292","Crocidura_buettikoferi","Soricomorpha","Soricidae","Crocidura"
"2293","Crocidura_caspica","Soricomorpha","Soricidae","Crocidura"
"2294","Crocidura_congobelgica","Soricomorpha","Soricidae","Crocidura"
"2295","Crocidura_desperata","Soricomorpha","Soricidae","Crocidura"
"2296","Crocidura_elgonius","Soricomorpha","Soricidae","Crocidura"
"2297","Crocidura_elongata","Soricomorpha","Soricidae","Crocidura"
"2298","Crocidura_fuscomurina","Soricomorpha","Soricidae","Crocidura"
"2299","Crocidura_goliath","Soricomorpha","Soricidae","Crocidura"
"2300","Crocidura_grandiceps","Soricomorpha","Soricidae","Crocidura"
"2301","Crocidura_hirta","Soricomorpha","Soricidae","Crocidura"
"2302","Crocidura_jouvenetae","Soricomorpha","Soricidae","Crocidura"
"2303","Crocidura_lanosa","Soricomorpha","Soricidae","Crocidura"
"2304","Crocidura_ludia","Soricomorpha","Soricidae","Crocidura"
"2305","Crocidura_lusitania","Soricomorpha","Soricidae","Crocidura"
"2306","Crocidura_mariquensis","Soricomorpha","Soricidae","Crocidura"
"2307","Crocidura_muricauda","Soricomorpha","Soricidae","Crocidura"
"2308","Crocidura_nicobarica","Soricomorpha","Soricidae","Crocidura"
"2309","Crocidura_nigrofusca","Soricomorpha","Soricidae","Crocidura"
"2310","Crocidura_pasha","Soricomorpha","Soricidae","Crocidura"
"2311","Crocidura_pitmani","Soricomorpha","Soricidae","Crocidura"
"2312","Crocidura_religiosa","Soricomorpha","Soricidae","Crocidura"
"2313","Crocidura_serezkyensis","Soricomorpha","Soricidae","Crocidura"
"2314","Crocidura_tarella","Soricomorpha","Soricidae","Crocidura"
"2315","Crocidura_voi","Soricomorpha","Soricidae","Crocidura"
"2316","Crocidura_zimmermanni","Soricomorpha","Soricidae","Crocidura"
"2317","Crocuta_crocuta","Carnivora","Hyaenidae","Crocuta"
"2318","Crossarchus_alexandri","Carnivora","Herpestidae","Crossarchus"
"2319","Crunomys_fallax","Rodentia","Muridae","Crunomys"
"2320","Cryptomys_hottentotus","Rodentia","Bathyergidae","Cryptomys"
"2321","Cryptomys_mechowi","Rodentia","Bathyergidae","Cryptomys"
"2322","Cryptomys_zechi","Rodentia","Bathyergidae","Cryptomys"
"2323","Cryptotis_equatoris","Soricomorpha","Soricidae","Cryptotis"
"2324","Cryptotis_magna","Soricomorpha","Soricidae","Cryptotis"
"2325","Cryptotis_mayensis","Soricomorpha","Soricidae","Cryptotis"
"2326","Cryptotis_meridensis","Soricomorpha","Soricidae","Cryptotis"
"2327","Cryptotis_squamipes","Soricomorpha","Soricidae","Cryptotis"
"2328","Ctenomys_bergi","Rodentia","Ctenomyidae","Ctenomys"
"2329","Ctenomys_colburni","Rodentia","Ctenomyidae","Ctenomys"
"2330","Ctenomys_fodax","Rodentia","Ctenomyidae","Ctenomys"
"2331","Ctenomys_frater","Rodentia","Ctenomyidae","Ctenomys"
"2332","Ctenomys_haigi","Rodentia","Ctenomyidae","Ctenomys"
"2333","Ctenomys_latro","Rodentia","Ctenomyidae","Ctenomys"
"2334","Ctenomys_magellanicus","Rodentia","Ctenomyidae","Ctenomys"
"2335","Ctenomys_porteousi","Rodentia","Ctenomyidae","Ctenomys"
"2336","Ctenomys_torquatus","Rodentia","Ctenomyidae","Ctenomys"
"2337","Ctenomys_validus","Rodentia","Ctenomyidae","Ctenomys"
"2338","Cynomys_leucurus","Rodentia","Sciuridae","Cynomys"
"2339","Cystophora_cristata","Carnivora","Phocidae","Cystophora"
"2340","Dactylomys_boliviensis","Rodentia","Echimyidae","Dactylomys"
"2341","Damaliscus_lunatus","Artiodactyla","Bovidae","Damaliscus"
"2342","Damaliscus_pygargus","Artiodactyla","Bovidae","Damaliscus"
"2343","Dasyprocta_punctata","Rodentia","Dasyproctidae","Dasyprocta"
"2344","Dasypus_septemcinctus","Cingulata","Dasypodidae","Dasypus"
"2345","Daubentonia_madagascariensis","Primates","Daubentoniidae","Daubentonia"
"2346","Delomys_collinus","Rodentia","Cricetidae","Delomys"
"2347","Dendrogale_melanura","Scandentia","Tupaiidae","Dendrogale"
"2348","Dendromus_mesomelas","Rodentia","Nesomyidae","Dendromus"
"2349","Dendromus_messorius","Rodentia","Nesomyidae","Dendromus"
"2350","Dendromus_nyikae","Rodentia","Nesomyidae","Dendromus"
"2351","Desmomys_harringtoni","Rodentia","Muridae","Desmomys"
"2352","Diceros_bicornis","Perissodactyla","Rhinocerotidae","Diceros"
"2353","Dicrostonyx_hudsonius","Rodentia","Cricetidae","Dicrostonyx"
"2354","Dinaromys_bogdanovi","Rodentia","Cricetidae","Dinaromys"
"2355","Diplomesodon_pulchellum","Soricomorpha","Soricidae","Diplomesodon"
"2356","Dipodomys_agilis","Rodentia","Heteromyidae","Dipodomys"
"2357","Dipodomys_californicus","Rodentia","Heteromyidae","Dipodomys"
"2358","Dipodomys_compactus","Rodentia","Heteromyidae","Dipodomys"
"2359","Dipodomys_heermanni","Rodentia","Heteromyidae","Dipodomys"
"2360","Dipodomys_microps","Rodentia","Heteromyidae","Dipodomys"
"2361","Dipodomys_stephensi","Rodentia","Heteromyidae","Dipodomys"
"2362","Dipodomys_venustus","Rodentia","Heteromyidae","Dipodomys"
"2363","Dolichotis_salinicola","Rodentia","Caviidae","Dolichotis"
"2364","Dymecodon_pilirostris","Soricomorpha","Talpidae","Dymecodon"
"2365","Elephantulus_fuscipes","Macroscelidea","Macroscelididae","Elephantulus"
"2366","Elephantulus_fuscus","Macroscelidea","Macroscelididae","Elephantulus"
"2367","Elephantulus_intufi","Macroscelidea","Macroscelididae","Elephantulus"
"2368","Elephantulus_rufescens","Macroscelidea","Macroscelididae","Elephantulus"
"2369","Eligmodontia_typus","Rodentia","Cricetidae","Eligmodontia"
"2370","Eliurus_tanala","Rodentia","Nesomyidae","Eliurus"
"2371","Eoglaucomys_fimbriatus","Rodentia","Sciuridae","Eoglaucomys"
"2372","Eospalax_fontanierii","Rodentia","Spalacidae","Eospalax"
"2373","Eothenomys_custos","Rodentia","Cricetidae","Eothenomys"
"2374","Eremodipus_lichtensteini","Rodentia","Dipodidae","Eremodipus"
"2375","Erethizon_dorsatum","Rodentia","Erethizontidae","Erethizon"
"2376","Euchoreutes_naso","Rodentia","Dipodidae","Euchoreutes"
"2377","Eulemur_mongoz","Primates","Lemuridae","Eulemur"
"2378","Eulemur_rubriventer","Primates","Lemuridae","Eulemur"
"2379","Eulemur_sanfordi","Primates","Lemuridae","Eulemur"
"2380","Eumetopias_jubatus","Carnivora","Otariidae","Eumetopias"
"2381","Euroscaptor_micrura","Soricomorpha","Talpidae","Euroscaptor"
"2382","Felis_bieti","Carnivora","Felidae","Felis"
"2383","Felis_silvestris","Carnivora","Felidae","Felis"
"2384","Felovia_vae","Rodentia","Ctenodactylidae","Felovia"
"2385","Funambulus_palmarum","Rodentia","Sciuridae","Funambulus"
"2386","Funisciurus_bayonii","Rodentia","Sciuridae","Funisciurus"
"2387","Funisciurus_lemniscatus","Rodentia","Sciuridae","Funisciurus"
"2388","Funisciurus_pyrropus","Rodentia","Sciuridae","Funisciurus"
"2389","Galago_gallarum","Primates","Galagidae","Galago"
"2390","Galago_matschiei","Primates","Galagidae","Galago"
"2391","Galemys_pyrenaicus","Soricomorpha","Talpidae","Galemys"
"2392","Gazella_dorcas","Artiodactyla","Bovidae","Gazella"
"2393","Gazella_spekei","Artiodactyla","Bovidae","Gazella"
"2394","Genetta_genetta","Carnivora","Viverridae","Genetta"
"2395","Genetta_pardina","Carnivora","Viverridae","Genetta"
"2396","Genetta_piscivora","Carnivora","Viverridae","Genetta"
"2397","Genetta_servalina","Carnivora","Viverridae","Genetta"
"2398","Genetta_victoriae","Carnivora","Viverridae","Genetta"
"2399","Geocapromys_brownii","Rodentia","Capromyidae","Geocapromys"
"2400","Geocapromys_ingrahami","Rodentia","Capromyidae","Geocapromys"
"2401","Geomys_arenarius","Rodentia","Geomyidae","Geomys"
"2402","Geomys_attwateri","Rodentia","Geomyidae","Geomys"
"2403","Geomys_texensis","Rodentia","Geomyidae","Geomys"
"2404","Gerbilliscus_guineae","Rodentia","Muridae","Gerbilliscus"
"2405","Gerbilliscus_inclusus","Rodentia","Muridae","Gerbilliscus"
"2406","Gerbilliscus_nigricaudus","Rodentia","Muridae","Gerbilliscus"
"2407","Gerbilliscus_phillipsi","Rodentia","Muridae","Gerbilliscus"
"2408","Gerbilliscus_robustus","Rodentia","Muridae","Gerbilliscus"
"2409","Gerbillurus_tytonis","Rodentia","Muridae","Gerbillurus"
"2410","Gerbillus_gerbillus","Rodentia","Muridae","Gerbillus"
"2411","Gerbillus_grobbeni","Rodentia","Muridae","Gerbillus"
"2412","Gerbillus_henleyi","Rodentia","Muridae","Gerbillus"
"2413","Gerbillus_occiduus","Rodentia","Muridae","Gerbillus"
"2414","Gerbillus_perpallidus","Rodentia","Muridae","Gerbillus"
"2415","Gerbillus_poecilops","Rodentia","Muridae","Gerbillus"
"2416","Gerbillus_watersi","Rodentia","Muridae","Gerbillus"
"2417","Glaucomys_sabrinus","Rodentia","Sciuridae","Glaucomys"
"2418","Glaucomys_volans","Rodentia","Sciuridae","Glaucomys"
"2419","Glis_glis","Rodentia","Gliridae","Glis"
"2420","Graomys_centralis","Rodentia","Cricetidae","Graomys"
"2421","Graphiurus_surdus","Rodentia","Gliridae","Graphiurus"
"2422","Habromys_simulatus","Rodentia","Cricetidae","Habromys"
"2423","Heliophobius_argenteocinereus","Rodentia","Bathyergidae","Heliophobius"
"2424","Helogale_hirtula","Carnivora","Herpestidae","Helogale"
"2425","Hemiechinus_auritus","Erinaceomorpha","Erinaceidae","Hemiechinus"
"2426","Hemiechinus_collaris","Erinaceomorpha","Erinaceidae","Hemiechinus"
"2427","Herpestes_naso","Carnivora","Herpestidae","Herpestes"
"2428","Heteromys_nelsoni","Rodentia","Heteromyidae","Heteromys"
"2429","Holochilus_brasiliensis","Rodentia","Cricetidae","Holochilus"
"2430","Holochilus_chacarius","Rodentia","Cricetidae","Holochilus"
"2431","Holochilus_sciureus","Rodentia","Cricetidae","Holochilus"
"2432","Hybomys_planifrons","Rodentia","Muridae","Hybomys"
"2433","Hydrochoerus_hydrochaeris","Rodentia","Caviidae","Hydrochoerus"
"2434","Hydrochoerus_isthmius","Rodentia","Caviidae","Hydrochoerus"
"2435","Hydromys_hussoni","Rodentia","Muridae","Hydromys"
"2436","Hyemoschus_aquaticus","Artiodactyla","Tragulidae","Hyemoschus"
"2437","Hylobates_klossii","Primates","Hylobatidae","Hylobates"
"2438","Hylobates_moloch","Primates","Hylobatidae","Hylobates"
"2439","Hylomyscus_alleni","Rodentia","Muridae","Hylomyscus"
"2440","Hylomyscus_denniae","Rodentia","Muridae","Hylomyscus"
"2441","Hylomyscus_parvus","Rodentia","Muridae","Hylomyscus"
"2442","Hylomyscus_stella","Rodentia","Muridae","Hylomyscus"
"2443","Hylopetes_sipora","Rodentia","Sciuridae","Hylopetes"
"2444","Hyosciurus_ileile","Rodentia","Sciuridae","Hyosciurus"
"2445","Hyperacrius_fertilis","Rodentia","Cricetidae","Hyperacrius"
"2446","Hystrix_indica","Rodentia","Hystricidae","Hystrix"
"2447","Ichthyomys_hydrobates","Rodentia","Cricetidae","Ichthyomys"
"2448","Idiurus_zenkeri","Rodentia","Anomaluridae","Idiurus"
"2449","Indri_indri","Primates","Indriidae","Indri"
"2450","Irenomys_tarsalis","Rodentia","Cricetidae","Irenomys"
"2451","Isthmomys_flavidus","Rodentia","Cricetidae","Isthmomys"
"2452","Isthmomys_pirrensis","Rodentia","Cricetidae","Isthmomys"
"2453","Kobus_kob","Artiodactyla","Bovidae","Kobus"
"2454","Kobus_leche","Artiodactyla","Bovidae","Kobus"
"2455","Kobus_vardonii","Artiodactyla","Bovidae","Kobus"
"2456","Kunsia_fronto","Rodentia","Cricetidae","Kunsia"
"2457","Lagidium_wolffsohni","Rodentia","Chinchillidae","Lagidium"
"2458","Lagurus_lagurus","Rodentia","Cricetidae","Lagurus"
"2459","Lariscus_obscurus","Rodentia","Sciuridae","Lariscus"
"2460","Lasiopodomys_fuscus","Rodentia","Cricetidae","Lasiopodomys"
"2461","Lemmus_portenkoi","Rodentia","Cricetidae","Lemmus"
"2462","Lemniscomys_griselda","Rodentia","Muridae","Lemniscomys"
"2463","Lemur_catta","Primates","Lemuridae","Lemur"
"2464","Leopardus_guigna","Carnivora","Felidae","Leopardus"
"2465","Leopoldamys_siporanus","Rodentia","Muridae","Leopoldamys"
"2466","Lepilemur_dorsalis","Primates","Lepilemuridae","Lepilemur"
"2467","Lepilemur_microdon","Primates","Lepilemuridae","Lepilemur"
"2468","Leporillus_conditor","Rodentia","Muridae","Leporillus"
"2469","Lepus_arcticus","Lagomorpha","Leporidae","Lepus"
"2470","Lepus_capensis","Lagomorpha","Leporidae","Lepus"
"2471","Lepus_europaeus","Lagomorpha","Leporidae","Lepus"
"2472","Lepus_fagani","Lagomorpha","Leporidae","Lepus"
"2473","Lepus_habessinicus","Lagomorpha","Leporidae","Lepus"
"2474","Lepus_mandshuricus","Lagomorpha","Leporidae","Lepus"
"2475","Limnomys_sibuanus","Rodentia","Muridae","Limnomys"
"2476","Liomys_adspersus","Rodentia","Heteromyidae","Liomys"
"2477","Liomys_salvini","Rodentia","Heteromyidae","Liomys"
"2478","Liomys_spectabilis","Rodentia","Heteromyidae","Liomys"
"2479","Lontra_felina","Carnivora","Mustelidae","Lontra"
"2480","Lophocebus_albigena","Primates","Cercopithecidae","Lophocebus"
"2481","Lophocebus_aterrimus","Primates","Cercopithecidae","Lophocebus"
"2482","Lophuromys_chrysopus","Rodentia","Muridae","Lophuromys"
"2483","Lophuromys_rahmi","Rodentia","Muridae","Lophuromys"
"2484","Loris_lydekkerianus","Primates","Lorisidae","Loris"
"2485","Loxodonta_africana","Proboscidea","Elephantidae","Loxodonta"
"2486","Lycalopex_griseus","Carnivora","Canidae","Lycalopex"
"2487","Lycalopex_vetulus","Carnivora","Canidae","Lycalopex"
"2488","Macaca_ochreata","Primates","Cercopithecidae","Macaca"
"2489","Macaca_silenus","Primates","Cercopithecidae","Macaca"
"2490","Macaca_sinica","Primates","Cercopithecidae","Macaca"
"2491","Macroscelides_proboscideus","Macroscelidea","Macroscelididae","Macroscelides"
"2492","Macruromys_elegans","Rodentia","Muridae","Macruromys"
"2493","Macruromys_major","Rodentia","Muridae","Macruromys"
"2494","Madromys_blanfordi","Rodentia","Muridae","Madromys"
"2495","Malacomys_cansdalei","Rodentia","Muridae","Malacomys"
"2496","Malacomys_edwardsi","Rodentia","Muridae","Malacomys"
"2497","Mallomys_rothschildi","Rodentia","Muridae","Mallomys"
"2498","Mandrillus_leucophaeus","Primates","Cercopithecidae","Mandrillus"
"2499","Mandrillus_sphinx","Primates","Cercopithecidae","Mandrillus"
"2500","Margaretamys_elegans","Rodentia","Muridae","Margaretamys"
"2501","Marmota_bobak","Rodentia","Sciuridae","Marmota"
"2502","Marmota_broweri","Rodentia","Sciuridae","Marmota"
"2503","Mastomys_coucha","Rodentia","Muridae","Mastomys"
"2504","Mastomys_pernanus","Rodentia","Muridae","Mastomys"
"2505","Maxomys_alticola","Rodentia","Muridae","Maxomys"
"2506","Maxomys_baeodon","Rodentia","Muridae","Maxomys"
"2507","Maxomys_bartelsii","Rodentia","Muridae","Maxomys"
"2508","Maxomys_panglima","Rodentia","Muridae","Maxomys"
"2509","Mazama_americana","Artiodactyla","Cervidae","Mazama"
"2510","Melomys_burtoni","Rodentia","Muridae","Melomys"
"2511","Melomys_dollmani","Rodentia","Muridae","Melomys"
"2512","Melomys_leucogaster","Rodentia","Muridae","Melomys"
"2513","Meriones_rex","Rodentia","Muridae","Meriones"
"2514","Meriones_vinogradovi","Rodentia","Muridae","Meriones"
"2515","Meriones_zarudnyi","Rodentia","Muridae","Meriones"
"2516","Mesomys_leniceps","Rodentia","Echimyidae","Mesomys"
"2517","Mesomys_stimulax","Rodentia","Echimyidae","Mesomys"
"2518","Microcebus_griseorufus","Primates","Cheirogaleidae","Microcebus"
"2519","Microdillus_peeli","Rodentia","Muridae","Microdillus"
"2520","Microdipodops_pallidus","Rodentia","Heteromyidae","Microdipodops"
"2521","Microgale_cowani","Afrosoricida","Tenrecidae","Microgale"
"2522","Microgale_drouhardi","Afrosoricida","Tenrecidae","Microgale"
"2523","Microgale_gracilis","Afrosoricida","Tenrecidae","Microgale"
"2524","Microgale_taiva","Afrosoricida","Tenrecidae","Microgale"
"2525","Microsciurus_alfari","Rodentia","Sciuridae","Microsciurus"
"2526","Microsciurus_mimulus","Rodentia","Sciuridae","Microsciurus"
"2527","Microsciurus_santanderensis","Rodentia","Sciuridae","Microsciurus"
"2528","Microtus_brachycercus","Rodentia","Cricetidae","Microtus"
"2529","Microtus_evoronensis","Rodentia","Cricetidae","Microtus"
"2530","Microtus_kikuchii","Rodentia","Cricetidae","Microtus"
"2531","Microtus_limnophilus","Rodentia","Cricetidae","Microtus"
"2532","Microtus_lusitanicus","Rodentia","Cricetidae","Microtus"
"2533","Microtus_mexicanus","Rodentia","Cricetidae","Microtus"
"2534","Microtus_middendorffii","Rodentia","Cricetidae","Microtus"
"2535","Microtus_montanus","Rodentia","Cricetidae","Microtus"
"2536","Microtus_oeconomus","Rodentia","Cricetidae","Microtus"
"2537","Microtus_pinetorum","Rodentia","Cricetidae","Microtus"
"2538","Microtus_quasiater","Rodentia","Cricetidae","Microtus"
"2539","Microtus_richardsoni","Rodentia","Cricetidae","Microtus"
"2540","Microtus_schelkovnikovi","Rodentia","Cricetidae","Microtus"
"2541","Microtus_socialis","Rodentia","Cricetidae","Microtus"
"2542","Microtus_subterraneus","Rodentia","Cricetidae","Microtus"
"2543","Microtus_umbrosus","Rodentia","Cricetidae","Microtus"
"2544","Millardia_kathleenae","Rodentia","Muridae","Millardia"
"2545","Mirza_coquereli","Primates","Cheirogaleidae","Mirza"
"2546","Mogera_imaizumii","Soricomorpha","Talpidae","Mogera"
"2547","Mogera_wogura","Soricomorpha","Talpidae","Mogera"
"2548","Monachus_monachus","Carnivora","Phocidae","Monachus"
"2549","Moschus_cupreus","Artiodactyla","Moschidae","Moschus"
"2550","Mungos_gambianus","Carnivora","Herpestidae","Mungos"
"2551","Mungos_mungo","Carnivora","Herpestidae","Mungos"
"2552","Mus_macedonicus","Rodentia","Muridae","Mus"
"2553","Mus_mahomet","Rodentia","Muridae","Mus"
"2554","Mus_minutoides","Rodentia","Muridae","Mus"
"2555","Mus_orangiae","Rodentia","Muridae","Mus"
"2556","Mus_spretus","Rodentia","Muridae","Mus"
"2557","Mustela_erminea","Carnivora","Mustelidae","Mustela"
"2558","Mustela_frenata","Carnivora","Mustelidae","Mustela"
"2559","Mydaus_marchei","Carnivora","Mephitidae","Mydaus"
"2560","Mylomys_dybowskii","Rodentia","Muridae","Mylomys"
"2561","Myodes_smithii","Rodentia","Cricetidae","Myodes"
"2562","Myoprocta_pratti","Rodentia","Dasyproctidae","Myoprocta"
"2563","Myosorex_cafer","Soricomorpha","Soricidae","Myosorex"
"2564","Myosorex_geata","Soricomorpha","Soricidae","Myosorex"
"2565","Myosorex_sclateri","Soricomorpha","Soricidae","Myosorex"
"2566","Myospalax_aspalax","Rodentia","Spalacidae","Myospalax"
"2567","Nanger_dama","Artiodactyla","Bovidae","Nanger"
"2568","Nanger_soemmerringii","Artiodactyla","Bovidae","Nanger"
"2569","Nasuella_olivacea","Carnivora","Procyonidae","Nasuella"
"2570","Necromys_temchuki","Rodentia","Cricetidae","Necromys"
"2571","Nectomys_palmipes","Rodentia","Cricetidae","Nectomys"
"2572","Nelsonia_goldmani","Rodentia","Cricetidae","Nelsonia"
"2573","Neotoma_chrysomelas","Rodentia","Cricetidae","Neotoma"
"2574","Neotoma_devia","Rodentia","Cricetidae","Neotoma"
"2575","Neotoma_leucodon","Rodentia","Cricetidae","Neotoma"
"2576","Neotoma_palatina","Rodentia","Cricetidae","Neotoma"
"2577","Neotomodon_alstoni","Rodentia","Cricetidae","Neotomodon"
"2578","Nesomys_audeberti","Rodentia","Nesomyidae","Nesomys"
"2579","Nesomys_rufus","Rodentia","Nesomyidae","Nesomys"
