"","genus","betacov","sarbecov","family","taxonomy","clean_hostnames","Species","pf_beta","Prediction"
"Balantiopteryx_io","Balantiopteryx",0,0,"Emballonuridae","Emballonuridae; Balantiopteryx; Balantiopteryx_io","Balantiopteryx_io","Balantiopteryx_io","other",0.0471124626817564
"Balantiopteryx_infusca","Balantiopteryx",0,0,"Emballonuridae","Emballonuridae; Balantiopteryx; Balantiopteryx_infusca","Balantiopteryx_infusca","Balantiopteryx_infusca","other",0.0471124626817564
"Balantiopteryx_plicata","Balantiopteryx",0,0,"Emballonuridae","Emballonuridae; Balantiopteryx; Balantiopteryx_plicata","Balantiopteryx_plicata","Balantiopteryx_plicata","other",0.0471124626817564
"Peropteryx_leucoptera","Peropteryx",0,0,"Emballonuridae","Emballonuridae; Peropteryx; Peropteryx_leucoptera","Peropteryx_leucoptera","Peropteryx_leucoptera","other",0.0471124626817564
"Peropteryx_kappleri","Peropteryx",0,0,"Emballonuridae","Emballonuridae; Peropteryx; Peropteryx_kappleri","Peropteryx_kappleri","Peropteryx_kappleri","other",0.0471124626817564
"Peropteryx_macrotis","Peropteryx",0,0,"Emballonuridae","Emballonuridae; Peropteryx; Peropteryx_macrotis","Peropteryx_macrotis","Peropteryx_macrotis","other",0.0471124626817564
"Peropteryx_trinitatis","Peropteryx",0,0,"Emballonuridae","Emballonuridae; Peropteryx; Peropteryx_trinitatis","Peropteryx_trinitatis","Peropteryx_trinitatis","other",0.0471124626817564
"Craseonycteris_thonglongyai","Craseonycteris",0,0,"Craseonycteridae","Craseonycteridae; Craseonycteris; Craseonycteris_thonglongyai","Craseonycteris_thonglongyai","Craseonycteris_thonglongyai","other",0.0471124626817564
"Rhinopoma_hardwickii","Rhinopoma",1,0,"Rhinopomatidae","Rhinopomatidae; Rhinopoma; Rhinopoma_hardwickii","Rhinopoma_hardwickii","Rhinopoma_hardwickii","other",0.0471124626817564
"Rhinopoma_macinnesi","Rhinopoma",0,0,"Rhinopomatidae","Rhinopomatidae; Rhinopoma; Rhinopoma_macinnesi","Rhinopoma_macinnesi","Rhinopoma_macinnesi","other",0.0471124626817564
"Rhinopoma_microphyllum","Rhinopoma",0,0,"Rhinopomatidae","Rhinopomatidae; Rhinopoma; Rhinopoma_microphyllum","Rhinopoma_microphyllum","Rhinopoma_microphyllum","other",0.0471124626817564
"Rhinopoma_muscatellum","Rhinopoma",0,0,"Rhinopomatidae","Rhinopomatidae; Rhinopoma; Rhinopoma_muscatellum","Rhinopoma_muscatellum","Rhinopoma_muscatellum","other",0.0471124626817564
"Cardioderma_cor","Cardioderma",0,0,"Megadermatidae","Megadermatidae; Cardioderma; Cardioderma_cor","Cardioderma_cor","Cardioderma_cor","other",0.0471124626817564
"Lavia_frons","Lavia",0,0,"Megadermatidae","Megadermatidae; Lavia; Lavia_frons","Lavia_frons","Lavia_frons","other",0.0471124626817564
"Macroderma_gigas","Macroderma",0,0,"Megadermatidae","Megadermatidae; Macroderma; Macroderma_gigas","Macroderma_gigas","Macroderma_gigas","other",0.0471124626817564
"Megaderma_lyra","Megaderma",0,0,"Megadermatidae","Megadermatidae; Megaderma; Megaderma_lyra","Megaderma_lyra","Megaderma_lyra","other",0.0471124626817564
"Megaderma_spasma","Megaderma",0,0,"Megadermatidae","Megadermatidae; Megaderma; Megaderma_spasma","Megaderma_spasma","Megaderma_spasma","other",0.0471124626817564
"Nycteris_javanica","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_javanica","Nycteris_javanica","Nycteris_javanica","other",0.0471124626817564
"Nycteris_tragata","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_tragata","Nycteris_tragata","Nycteris_tragata","other",0.0471124626817564
"Nycteris_arge","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_arge","Nycteris_arge","Nycteris_arge","other",0.0471124626817564
"Nycteris_intermedia","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_intermedia","Nycteris_intermedia","Nycteris_intermedia","other",0.0471124626817564
"Nycteris_major","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_major","Nycteris_major","Nycteris_major","other",0.121212121212115
"Nycteris_nana","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_nana","Nycteris_nana","Nycteris_nana","other",0.0471124626817564
"Nycteris_gambiensis","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_gambiensis","Nycteris_gambiensis","Nycteris_gambiensis","other",0.0471124626817564
"Nycteris_thebaica","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_thebaica","Nycteris_thebaica","Nycteris_thebaica","other",0.121212121212115
"Nycteris_grandis","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_grandis","Nycteris_grandis","Nycteris_grandis","other",0.121212121212115
"Nycteris_hispida","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_hispida","Nycteris_hispida","Nycteris_hispida","other",0.0471124626817564
"Nycteris_aurita","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_aurita","Nycteris_aurita","Nycteris_aurita","other",0.0471124626817564
"Nycteris_macrotis","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_macrotis","Nycteris_macrotis","Nycteris_macrotis","other",0.0471124626817564
"Nycteris_vinsoni","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_vinsoni","Nycteris_vinsoni","Nycteris_vinsoni","other",0.0471124626817564
"Nycteris_madagascariensis","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_madagascariensis","Nycteris_madagascariensis","Nycteris_madagascariensis","other",0.0471124626817564
"Nycteris_woodi","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_woodi","Nycteris_woodi","Nycteris_woodi","other",0.121212121212115
"Nycteris_parisii","Nycteris",0,0,"Nycteridae","Nycteridae; Nycteris; Nycteris_parisii","Nycteris_parisii","Nycteris_parisii","other",0.121212121212115
"Rhinolophus_monoceros","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_monoceros","Rhinolophus_monoceros","Rhinolophus_monoceros","other",0.121212121212115
"Rhinolophus_pusillus","Rhinolophus",1,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_pusillus","Rhinolophus_pusillus","Rhinolophus_pusillus","other",0.121212121212115
"Rhinolophus_osgoodi","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_osgoodi","Rhinolophus_osgoodi","Rhinolophus_osgoodi","other",0.121212121212115
"Rhinolophus_cornutus","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_cornutus","Rhinolophus_cornutus","Rhinolophus_cornutus","other",0.121212121212115
"Rhinolophus_lepidus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_lepidus","Rhinolophus_lepidus","Rhinolophus_lepidus","other",0.121212121212115
"Rhinolophus_shortridgei","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_shortridgei","Rhinolophus_shortridgei","Rhinolophus_shortridgei","other",0.121212121212115
"Rhinolophus_imaizumii","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_imaizumii","Rhinolophus_imaizumii","Rhinolophus_imaizumii","other",0.121212121212115
"Rhinolophus_cognatus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_cognatus","Rhinolophus_cognatus","Rhinolophus_cognatus","other",0.121212121212115
"Rhinolophus_subbadius","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_subbadius","Rhinolophus_subbadius","Rhinolophus_subbadius","other",0.121212121212115
"Rhinolophus_acuminatus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_acuminatus","Rhinolophus_acuminatus","Rhinolophus_acuminatus","other",0.121212121212115
"Rhinolophus_adami","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_adami","Rhinolophus_adami","Rhinolophus_adami","other",0.121212121212115
"Rhinolophus_affinis","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_affinis","Rhinolophus_affinis","Rhinolophus_affinis","other",0.121212121212115
