"","origin","host_family","host_genus","host_species","virus_genus","virus_subgenus","clean_hostnames"
"489","HP3","Pteropodidae","Eidolon","Eidolon_helvum","Orthobunyavirus","","Eidolon_helvum"
"490","HP3","Vespertilionidae","Myotis","Myotis_keenii","Orthobunyavirus","","Myotis_keenii"
"491","HP3","Vespertilionidae","Myotis","Myotis_septentrionalis","Orthobunyavirus","","Myotis_septentrionalis"
"492","HP3","Phyllostomidae","Artibeus","Artibeus_lituratus","Orthobunyavirus","","Artibeus_lituratus"
"493","HP3","Molossidae","Molossus","Molossus_molossus","Orthobunyavirus","","Molossus_molossus"
"494","HP3","Molossidae","Tadarida","Tadarida_plicatus","Orthobunyavirus","","Chaerephon_plicatus"
"495","HP3","Emballonuridae","Taphozous","Taphozous_perforatus","Orthobunyavirus","","Taphozous_perforatus"
"496","HP3","Emballonuridae","Taphozous","Taphozous_theobaldi","Orthobunyavirus","","Taphozous_theobaldi"
"497","HP3","Molossidae","Molossus","Molossus_rufus","Orthobunyavirus","","Molossus_rufus"
"498","HP3","Phyllostomidae","Artibeus","Artibeus_jamaicensis","Orthobunyavirus","","Artibeus_jamaicensis"
"499","HP3","Pteropodidae","Epomophorus","Epomophorus_labiatus","Orthobunyavirus","","Epomophorus_labiatus"
"500","HP3","Pteropodidae","Epomops","Epomops_franqueti","Orthobunyavirus","","Epomops_franqueti"
"501","HP3","Pteropodidae","Rousettus","Rousettus_aegyptiacus","Orthobunyavirus","","Rousettus_aegyptiacus"
"502","HP3","Phyllostomidae","Uroderma","Uroderma_bilobatum","Orthohepadnavirus","","Uroderma_bilobatum"
"503","HP3","Pteropodidae","Pteropus","Pteropus_poliocephalus","Orthoreovirus","","Pteropus_poliocephalus"
"504","HP3","Pteropodidae","Rousettus","Rousettus_leschenaultii","Orthoreovirus","","Rousettus_leschenaultii"
"505","HP3","Phyllostomidae","Artibeus","Artibeus_lituratus","Phlebovirus","","Artibeus_lituratus"
"506","HP3","Pteropodidae","Epomops","Epomops_franqueti","Phlebovirus","","Epomops_franqueti"
"507","HP3","Vespertilionidae","Glauconycteris","Glauconycteris_argentata","Phlebovirus","","Glauconycteris_argentata"
"508","HP3","Hipposideridae","Hipposideros","Hipposideros_abae","Phlebovirus","","Hipposideros_abae"
"509","HP3","Hipposideridae","Hipposideros","Hipposideros_caffer","Phlebovirus","","Hipposideros_caffer"
"510","HP3","Pteropodidae","Micropteropus","Micropteropus_pusillus","Phlebovirus","","Micropteropus_pusillus"
"511","HP3","Miniopteridae","Miniopterus","Miniopterus_schreibersii","Phlebovirus","","Miniopterus_schreibersii"
"512","HP3","Vespertilionidae","Pipistrellus","Pipistrellus_kuhlii","Phlebovirus","","Pipistrellus_kuhlii"
"513","HP3","Phyllostomidae","Phyllostomus","Phyllostomus_hastatus","Vesiculovirus","","Phyllostomus_hastatus"
"514","HP3","Phyllostomidae","Artibeus","Artibeus_lituratus","Vesiculovirus","","Artibeus_lituratus"
"515","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_eloquens","Vesiculovirus","","Rhinolophus_eloquens"
"516","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_hildebrandtii","Vesiculovirus","","Rhinolophus_hildebrandtii"
"517","HP3","Phyllostomidae","Artibeus","Artibeus_jamaicensis","Vesiculovirus","","Artibeus_jamaicensis"
"518","HP3","Phyllostomidae","Dermanura","Dermanura_phaeotis","Vesiculovirus","","Artibeus_phaeotis"
"519","HP3","Phyllostomidae","Carollia","Carollia_perspicillata","Vesiculovirus","","Carollia_perspicillata"
"520","HP3","Phyllostomidae","Desmodus","Desmodus_rotundus","Vesiculovirus","","Desmodus_rotundus"
"521","HP3","Phyllostomidae","Glossophaga","Glossophaga_soricina","Vesiculovirus","","Glossophaga_soricina"
"522","HP3","Phyllostomidae","Lonchophylla","Lonchophylla_robusta","Vesiculovirus","","Lonchophylla_robusta"
"523","HP3","Phyllostomidae","Lophostoma","Lophostoma_silvicolum","Vesiculovirus","","Lophostoma_silvicolum"
"524","HP3","Phyllostomidae","Sturnira","Sturnira_lilium","Vesiculovirus","","Sturnira_lilium"
"525","HP3","Phyllostomidae","Vampyrodes","Vampyrodes_caraccioli","Vesiculovirus","","Vampyrodes_caraccioli"
